firm,ticker,quarter_end,revenue_ltm,growth_yoy,op_margin_ltm,market_cap,net_debt,ev,ev_rev,log_ev_rev,priced_at,priced_at_filing,log_ev_rev_qend,log_rev,active_contributors,top_author_share,contributor_gini,bus_factor_50,churn_gini,release_cadence,merge_share,commit_volume,secret_incidence,repo_health_index_z,repo_health_index_pca
cloudera,CLDR,2021-07-31,904802000.0,0.08384442889862109,-0.14426250163019091,4674610710.0,351198000.0,5025808710.0,5.554595049524647,1.7146255220589766,2021-09-02,1,1.711116090233057,20.623226693196987,54,0.1004,0.579,8,0.8517,8,0.0,568,0.0,-0.4445624573679547,-0.7778257397077455
couchbase,BASE,2022-04-30,130440000.0,,-0.4686982520699172,697616400.0,-47672000.0,649944400.0,4.982707758356333,1.6059734698484032,2022-06-10,1,1.687047544398162,18.68642390888539,24,0.2789,0.7357,3,0.7644,13,0.0889,1800,0.0,-0.8769013844740192,-3.1082385229204514
couchbase,BASE,2022-07-31,140532000.0,,-0.44388466683744626,693560400.0,-46338000.0,647222400.0,4.605516181367944,1.5272547549277553,2022-09-09,1,1.5015101488312335,18.760945778812275,23,0.2538,0.7168,3,0.7585,13,0.0956,1789,0.0,-0.8092210253125091,-3.002989209335616
couchbase,BASE,2022-10-31,148265000.0,,-0.42815903955754897,646083120.0,-38781000.0,607302120.0,4.096058543823559,1.4100251805607373,2022-12-12,1,1.2782853024407332,18.814511771162163,24,0.2447,0.7207,3,0.7528,14,0.1019,1786,0.0,-0.7634568827739017,-2.9546793269960645
couchbase,BASE,2023-01-31,154824000.0,,-0.4477019066811347,616716990.0,-40446000.0,576270990.0,3.7221037436056426,1.3142890309121178,2023-03-29,1,1.3905767130066011,18.857799545862324,24,0.2817,0.7088,3,0.7374,17,0.1434,1736,0.0,-0.7977911379393051,-3.2497673153615163
couchbase,BASE,2023-04-30,160967000.0,0.23403097209444956,-0.45263936086278556,732571140.0,-46240000.0,686331140.0,4.263800282045388,1.450160847597134,2023-06-07,1,1.4078664584744087,18.896709932995634,21,0.2985,0.6699,3,0.739,17,0.1808,1648,0.0,-0.8634567694723161,-3.4051999484748885
couchbase,BASE,2023-07-31,164315000.0,0.1692354766174251,-0.4838024526062745,912740200.0,-41437000.0,871303200.0,5.302639442534157,1.6682047046185475,2023-09-07,1,1.4927097396828637,18.91729587524924,23,0.3014,0.7063,3,0.7172,28,0.2014,1440,0.0,-0.7854299415586476,-3.4817595459792225
couchbase,BASE,2023-10-31,171571000.0,0.15719151519239194,-0.46887877321925037,910650759.9999999,-46907000.0,863743759.9999999,5.034322583653414,1.6162789756400444,2023-12-07,1,1.3772697843706312,18.960507733067423,21,0.2513,0.6804,3,0.729,28,0.2361,1381,0.0,-0.7258962167393174,-3.165543826164129
couchbase,BASE,2024-01-31,180037000.0,0.16284942902909116,-0.4695534806734171,1225606500.0,-41351000.0,1184255500.0,6.577845109616357,1.883707200760594,2024-03-26,1,1.8438863187727073,19.008672943286392,25,0.2437,0.7172,3,0.7479,33,0.2179,1276,0.0,-0.7386889799327101,-2.9524889068898275
couchbase,BASE,2024-04-30,190368000.0,0.1826523448905677,-0.44410825348798116,916597080.0,-51975000.0,864622080.0,4.541845688350984,1.5133334687229094,2024-06-06,1,1.7984775857997992,19.06446959896977,26,0.2918,0.7488,3,0.7595,32,0.1992,1285,0.0,-0.8765689929478071,-3.1721762964321076
couchbase,BASE,2024-07-31,198818000.0,0.20998082950430574,-0.4211037230029474,810007100.0000001,-62607000.0,747400100.0000001,3.759217475278899,1.3242108174653007,2024-09-05,1,1.513178876528239,19.10790039134751,26,0.3167,0.7606,3,0.7691,23,0.1806,1279,0.0,-0.962815592135863,-3.2786519648013996
couchbase,BASE,2024-10-31,204633000.0,0.19270156378408942,-0.41740579476428535,838038289.9999999,-33031000.0,805007289.9999999,3.9339074831527654,1.3696332024439588,2024-12-04,1,1.342760273855386,19.136728688798495,32,0.3599,0.801,2,0.7638,31,0.1534,1128,0.0,-1.0661577926612862,-3.6355177528846365
couchbase,BASE,2025-01-31,209466000.0,0.16346084415981155,-0.3755024681809936,745534300.0,-30536000.0,714998300.0,3.413433683748198,1.227718730046699,2025-03-25,1,1.4350233701830168,19.160071992986378,30,0.3782,0.8101,2,0.7446,28,0.1329,1166,0.0,-1.057704348303582,-3.864788718884328
couchbase,BASE,2025-04-30,214662000.0,0.1276159858799799,-0.34919082091846715,1026228850.0,-28046000.0,998182850.0,4.650021196112959,1.536871777892738,2025-06-04,1,1.453406946878821,19.184575256033785,29,0.3733,0.8052,2,0.7397,32,0.1433,1200,0.0,-1.0370835806187073,-3.8733975227015183
couchbase,BASE,2025-07-31,220639000.0,0.10975364403625432,-0.35947407303332596,1324281400.0,-44110000.0,1280171400.0,5.802108421448611,1.758221372434061,2025-09-04,1,1.750573456107525,19.212038439729234,24,0.3633,0.7686,2,0.7464,37,0.1539,1280,0.0,-1.0684919652695257,-3.869065696475863
elastic,ESTC,2019-07-31,304719000.0,,-0.4110114564566043,6997854562.5,-315152000.0,6682702562.5,21.930705215296715,3.087887719473023,2019-09-10,1,3.094345270917025,19.534900598428003,338,0.0609,0.8242,17,0.7678,36,0.0231,6754,0.0,0.37763403007434093,0.345116928273397
elastic,ESTC,2019-10-31,342250000.0,,-0.43866764061358654,4736770076.772366,-305246000.0,4431524076.772366,12.948207675010565,2.5609573750928143,2019-12-09,1,2.7516856626612936,19.65105202213283,355,0.0553,0.8306,16,0.758,36,0.0118,6708,0.0,0.41822098829425514,0.3240642148263889
elastic,ESTC,2020-01-31,384596000.0,,-0.43842369655430635,4003804913.6544647,-294076000.0,3709728913.6544647,9.645781322880282,2.266520651151395,2020-03-09,1,2.513281619178225,19.76770399064885,359,0.0628,0.8284,16,0.7652,32,0.0096,6116,0.0,0.3806181745811548,0.31721153139629776
elastic,ESTC,2020-04-30,427620000.0,,-0.4001332959169356,7258243362.61554,-297081000.0,6961162362.61554,16.278851229165006,2.7898667947655835,2020-06-26,1,2.3754753871286507,19.873745508706108,359,0.0619,0.8304,16,0.7065,25,0.0085,6364,0.0,0.5682918501944352,0.051826050498113924
elastic,ESTC,2020-07-31,466780000.0,0.5318375290021298,-0.3391790565148464,8429313188.803482,-350418000.0,8078895188.803482,17.307714959517295,2.8511523535141374,2020-09-03,1,2.809125838989213,19.96136861255735,358,0.084,0.8292,16,0.7231,24,0.0089,6537,0.0,0.4656918133261184,-0.00672783482892296
elastic,ESTC,2020-10-31,510568000.0,0.4917983929875822,-0.26398442518920107,12064773697.183868,-348986000.0,11715787697.183868,22.946576552357115,3.133168755547694,2020-12-07,1,2.7883423892831547,20.051034389440705,338,0.0622,0.8225,18,0.7321,24,0.0083,6413,0.0,0.49873362695198864,0.20386653990347292
elastic,ESTC,2021-01-31,554502000.0,0.44177786560442645,-0.22898925522360605,10661874522.754578,-393134000.0,10268740522.754578,18.518852092065632,2.9187892452271753,2021-03-03,1,3.132892733604693,20.133580971601212,313,0.0582,0.8172,18,0.7269,23,0.0057,6611,0.0,0.5104338173043699,0.16748392400003062
elastic,ESTC,2021-04-30,608489000.0,0.4229666526355176,-0.212786098023136,12975542930.763153,-400814000.0,12574728930.763153,20.665499180368343,3.0284656035087902,2021-06-25,1,2.8111029280267537,20.226489392989347,274,0.0784,0.8153,15,0.7238,24,0.0063,6494,0.0,0.41584188930244004,-0.13211168696262193
elastic,ESTC,2021-07-31,672714000.0,0.44117999914306516,-0.19472316615976476,15640123785.2641,-425500000.0,15214623785.2641,22.616778876705553,3.1186920589875893,2021-09-01,1,2.967349220589102,20.3268308344338,250,0.1025,0.8085,15,0.7116,26,0.004,5978,0.0,0.3839799723962373,-0.3779667308059226
elastic,ESTC,2021-10-31,733800000.0,0.43722285768007385,-0.1904428999727446,10734844965.273804,-310014000.0,10424830965.273804,14.206638001190793,2.6537093202521413,2021-12-09,1,3.056886433374024,20.413747069885456,257,0.0898,0.8021,16,0.7102,26,0.0018,6103,0.0,0.4342924952196018,-0.2592452820504903
elastic,ESTC,2022-01-31,800629000.0,0.44387035574263023,-0.1887703293285654,6635988677.069054,-298092000.0,6337896677.069054,7.916146775933739,2.068904569247775,2022-03-10,1,2.2922086234365726,20.500908226699593,258,0.0736,0.7936,16,0.7181,35,0.0019,5790,0.0,0.4463580871150093,-0.12285622590791476
elastic,ESTC,2022-04-30,862374000.0,0.4172384381640424,-0.20139753749533265,7179807678.558884,-294429000.0,6885378678.558884,7.984214132799555,2.077466358889932,2022-06-21,1,2.0579213598368793,20.57519960924153,264,0.0596,0.7805,18,0.7452,38,0.0017,5284,0.0,0.41901959754293294,0.1623594637621326
elastic,ESTC,2022-07-31,919360000.0,0.36664317971678906,-0.22111795161851722,7734350172.966957,-281989000.0,7452361172.966957,8.106031557786892,2.092608421337805,2022-08-29,1,2.068839037879555,20.6391883337552,264,0.0641,0.7705,19,0.7489,38,0.0023,5289,0.0,0.40775487793892146,0.18191242039995464
elastic,ESTC,2022-10-31,977781000.0,0.3324897792313981,-0.22002882035956928,5320856504.766632,-289211000.0,5031645504.766632,5.14598412606364,1.6382166291411608,2022-12-02,1,1.5763225849628633,20.700796276543468,265,0.0682,0.7674,18,0.7719,38,0.0139,4807,0.0,0.31594739963561114,0.2352773348133473
elastic,ESTC,2023-01-31,1028403000.0,0.2844938167365909,-0.2320471643898355,6094263513.921532,-310400000.0,5783863513.921532,5.624121588444931,1.7270647738416862,2023-03-03,1,1.682750712648431,20.751272950504614,278,0.072,0.7833,18,0.7608,32,0.02,5044,0.0,0.35107330545427284,0.1838574057749125
elastic,ESTC,2023-04-30,1068989000.0,0.23958862396129743,-0.20502736697945442,6355504284.73114,-76624000.0,6278880284.73114,5.873662203007833,1.7704783239740092,2023-06-16,1,1.6204093438727534,20.78997917894573,283,0.0811,0.7886,19,0.7547,27,0.0245,5339,0.0,0.3636616071769271,0.13883003500869548
elastic,ESTC,2023-07-31,1112661000.0,0.21025604768534634,-0.17505601436556148,7274155650.445045,-62759000.0,7211396650.445045,6.481216336732433,1.868908199035432,2023-09-01,1,1.7109229631445497,20.830020280634994,291,0.0871,0.7905,19,0.7399,24,0.0257,5709,0.0,0.4019808066833642,0.047490469416300474
elastic,ESTC,2023-10-31,1158872000.0,0.1852060942071896,-0.14435502799273778,10855550994.37828,-21613000.0,10833937994.37828,9.348692516842481,2.235236495751525,2023-12-01,1,1.8131335941665931,20.870712955170564,287,0.1055,0.7926,18,0.7425,26,0.0182,6608,0.0,0.3394537515221995,-0.0882458061409299
elastic,ESTC,2024-01-31,1212263000.0,0.1787820533390121,-0.10257345147051423,11595598773.798752,41448000.0,11637046773.798752,9.599440693808813,2.261704835714967,2024-03-01,1,2.3243370244684196,20.915754697752824,282,0.109,0.7873,18,0.7467,29,0.0143,7248,0.0,0.31517756729093005,-0.09842961121721161
elastic,ESTC,2024-04-30,1267321000.0,0.18553231137083737,-0.10250126053304569,11377606685.989616,28215000.0,11405821685.989616,8.999946884798419,2.1972186756297396,2024-06-14,1,2.1198684010792697,20.96017106057704,271,0.1024,0.768,20,0.7512,34,0.0111,7589,0.0,0.32921562882404903,0.0013567543090629366
elastic,ESTC,2024-07-31,1320988000.0,0.18723312850904272,-0.09651336726753006,7793051352.367859,-25984000.0,7767067352.367859,5.879741036533154,1.7715127195347582,2024-08-30,1,2.065280181207256,21.001645778418087,277,0.1024,0.7639,21,0.7574,35,0.0099,8260,0.0,0.3230717001380126,0.06735254715372953
elastic,ESTC,2024-10-31,1375737000.0,0.1871345584326829,-0.08023335855617753,11248283328.398956,-89343000.0,11158940328.398956,8.111245338606839,2.0932514122706087,2024-11-25,1,1.7873255278928954,21.042255424468255,287,0.0918,0.7634,23,0.7629,32,0.0164,8302,0.0,0.35367180087484984,0.2242310261371415
elastic,ESTC,2025-01-31,1429863000.0,0.17949900310411193,-0.06197376951498151,12008676241.949982,-14565000.0,11994111241.949982,8.388294012748062,2.126837164016709,2025-02-28,1,2.093771647598664,21.080844472432908,307,0.0664,0.7655,24,0.7691,31,0.0299,8506,0.1176,-0.02627722846692393,0.7769549152401513
elastic,ESTC,2025-04-30,1483296000.0,0.17041854431513404,-0.03702699933121912,8229702617.289917,-157814000.0,8071888617.289917,5.441859626999545,1.694120845651223,2025-06-10,1,1.7384566679169087,21.11753247560039,296,0.0587,0.7562,24,0.7716,38,0.0351,8641,0.1157,-0.016344982338788717,0.8126505252629397
elastic,ESTC,2025-07-31,1551164000.0,0.1742453375806594,-0.019678125588267908,9013117169.044006,-92322000.0,8920795169.044006,5.751032881786843,1.7493794702925354,2025-08-29,1,1.6820725304574924,21.162271453784317,317,0.044,0.7495,26,0.7782,43,0.0369,8045,0.1243,-0.008191685455428744,1.0323703107684488
elastic,ESTC,2025-10-31,1609284000.0,0.16976137154121762,-0.021334953929822206,7495524486.02066,-230280000.0,7265244486.02066,4.5145819420442015,1.5073125894577328,2025-11-24,1,1.7489975240331317,21.1990551965284,337,0.034,0.7345,30,0.7702,59,0.0319,8183,0.1222,0.0866773666065093,1.1596110148250018
elastic,ESTC,2026-01-31,1677082000.0,0.172896983836913,-0.01734262248357564,5502937782.017967,-166639000.0,5336298782.017967,3.1818949711570257,1.157476922192036,2026-02-27,1,1.4000248118663072,21.240321215431667,324,0.0324,0.7143,31,0.7852,64,0.0169,7859,0.0,0.49720583444173494,0.9112843609112455
elastic,ESTC,2026-04-30,1739331000.0,0.17261220956572387,-0.019246480399647912,6356993643.270874,-197830000.0,6159163643.270874,3.5411107162873967,1.2644404395958926,2026-06-08,1,1.0403212167680487,21.276766393481783,349,0.0268,0.7088,35,0.8242,61,0.0084,8933,0.0,0.42389829011413677,1.2288153480998243
gitlab,GTLB,2022-07-31,333044000.0,,-0.5442914449742376,7974951679.999999,-410757000.0,7564194679.999999,22.712298314937364,3.1229065537681624,2022-09-07,1,3.184068716252623,19.623785171348167,1249,0.019,0.8197,59,0.8618,0,0.4659,46339,0.0,0.6554627985551414,2.3539415075026926
gitlab,GTLB,2022-10-31,379225000.0,,-0.5424062232184059,6200713400.0,-372169000.0,5828544400.0,15.369620673742501,2.7323928775935498,2022-12-06,1,2.885194414032928,19.75364025444201,1317,0.0174,0.8195,62,0.8486,0,0.4658,48285,0.0,0.7203143963896629,2.356319532142182
gitlab,GTLB,2023-01-31,424336000.0,,-0.498216036348554,4898915070.0,-295402000.0,4603513070.0,10.848745027525357,2.384049407630814,2023-03-30,1,2.808466744868905,19.86603615220146,1349,0.017,0.813,67,0.8485,0,0.4708,50730,0.0,0.7415149239175541,2.414009364531699
gitlab,GTLB,2023-04-30,463807000.0,,-0.4889339746920594,7044576480.0,-315933000.0,6728643480.0,14.507421147158192,2.674660321752204,2023-06-06,1,2.224442045303641,19.954979075384188,1319,0.0164,0.8084,69,0.8478,0,0.4814,53161,0.0,0.747004457390218,2.420473751011614
gitlab,GTLB,2023-07-31,502347000.0,0.5083502480152773,-0.4290380951812194,7632623170.0,-273225000.0,7359398170.0,14.650029103388693,2.6844423220405362,2023-09-06,1,2.6769454899427227,20.034801673922846,1308,0.0166,0.806,71,0.8444,0,0.491,54976,0.0,0.7615969130974154,2.4159038959216956
gitlab,GTLB,2023-10-31,539034000.0,0.4214094534906718,-0.36886541479758234,9055200960.0,-285309000.0,8769891960.0,16.26964525428823,2.7893011173231894,2023-12-05,1,2.4677446152475286,20.10528920666119,1290,0.0162,0.8046,72,0.8534,0,0.4987,54921,0.0,0.7343829069393027,2.461228140610557
gitlab,GTLB,2024-01-31,579906000.0,0.3666198484220051,-0.32322479850182617,9115039640.0,-287996000.0,8827043640.0,15.221507692626046,2.7227094074897153,2024-03-26,1,2.9135493279072704,20.178376579404627,1269,0.0164,0.8037,74,0.8515,0,0.5027,54617,0.0,0.7425577319713066,2.4590786499685846
gitlab,GTLB,2024-04-30,622215000.0,0.3415386141218222,-0.2938646609291001,7077525750.0,-420322000.0,6657203750.0,10.699201642519064,2.3701691258354978,2024-06-04,1,2.5385659651441923,20.248796250141076,1314,0.0165,0.8036,78,0.8477,0,0.5022,53554,0.0,0.7712633602256934,2.487695916929099
gitlab,GTLB,2024-07-31,665218000.0,0.3242201107999052,-0.2552471520614295,8640182550.0,-438616000.0,8201566550.0,12.329141048498387,2.5119656512053035,2024-09-04,1,2.4495840189939844,20.31562536444791,1348,0.0152,0.8032,82,0.8487,0,0.5048,54615,0.0,0.7857377780215209,2.5410079710668487
gitlab,GTLB,2024-10-31,711597000.0,0.3201337948997651,-0.2224011624557158,10734005640.0,-176632000.0,10557373640.0,14.836169404873827,2.6970680780626815,2024-12-06,1,2.469695095817556,20.383022297895465,1384,0.0147,0.8001,85,0.8656,0,0.506,57203,0.0,0.7454213745317089,2.655175519777459
gitlab,GTLB,2025-01-31,759249000.0,0.30926219076884864,-0.18796863742988137,8181551000.0,-227649000.0,7953902000.0,10.476012480754008,2.349088118011118,2025-03-21,1,2.713952352975203,20.44784034480003,1415,0.0125,0.7988,89,0.8758,0,0.5046,57808,0.0173,0.6670051505479642,2.79876307613706
gitlab,GTLB,2025-04-30,804571000.0,0.29307554462685736,-0.15372788728403086,7133974670.0,-255719000.0,6878255670.0,8.548972893629028,2.145811146332441,2025-06-11,1,2.2217701189705683,20.505819774076244,1473,0.0127,0.8029,91,0.8729,0,0.506,60863,0.0164,0.6907849521122424,2.813687677356653
gitlab,GTLB,2025-07-31,857947000.0,0.2897230682272578,-0.11775902241047524,7181026180.0,-261371000.0,6919655180.0,8.065364387310638,2.0875788918721674,2025-09-04,1,2.0959017375631177,20.570052883982523,1477,0.012,0.7977,94,0.8691,0,0.5046,60703,0.0165,0.7110795003845135,2.820554024866316
gitlab,GTLB,2025-10-31,906253000.0,0.27354808971932143,-0.09341210456682626,6278455950.0,-224231000.0,6054224950.0,6.680501967993485,1.8991931296345215,2025-12-03,1,2.1610579760043467,20.62482907447251,1441,0.0121,0.7926,93,0.8444,0,0.503,61696,0.0162,0.7835006082995052,2.6872654848329334
gitlab,GTLB,2026-01-31,955224000.0,0.2581169023600953,-0.07378478765190154,3816200960.0,-229576000.0,3586624960.0,3.754747535656558,1.3230210487764338,2026-03-17,1,1.7694342403862746,20.67745642591511,1388,0.014,0.7848,94,0.8257,0,0.5029,63099,0.0158,0.8353344120510217,2.5766488789684647
gitlab,GTLB,2026-04-30,1004873000.0,0.24895503317917256,-0.0513696755709428,5407745360.0,-335395000.0,5072350360.0,5.047752661281575,1.6189431266695586,2026-06-02,1,1.2268981103849153,20.72812700231312,1386,0.0124,0.7828,96,0.8495,0,0.5001,65334,0.0153,0.7695347476198995,2.706196366964041
hashicorp,HCP,2022-10-31,436624000.0,,-1.0573491150280332,4946513280.0,-1274901000.0,3671612280.0,8.409094048884166,2.129313745100759,2022-12-07,1,2.313455003125014,19.89458297079377,166,0.222,0.813,3,0.7389,41,0.2147,1500,0.0,-0.3283372006185431,-1.9737810282556294
hashicorp,HCP,2023-01-31,475889000.0,,-0.6246981964281587,5190209100.0,-1286134000.0,3904075100.0,8.203751505077864,2.1045915502679593,2023-03-27,1,2.2901925606838436,19.980695191724603,159,0.2273,0.8097,3,0.7543,38,0.2146,1333,0.0,-0.3966094959810641,-1.9552821646643384
hashicorp,HCP,2023-04-30,512975000.0,,-0.5588089088162191,6634324620.000001,-966791000.0,5667533620.000001,11.048362239875239,2.4022822033930917,2023-06-07,1,2.0903275050526453,20.055737669004085,165,0.2238,0.7849,4,0.7834,42,0.209,1220,0.0,-0.4283558990467144,-1.6529010656781191
hashicorp,HCP,2023-07-31,542358000.0,,-0.5358674528632379,5590642680.0,-830018000.0,4760624680.0,8.777642590318571,2.1722078739092563,2023-08-31,1,2.190168310504,20.111436857964,150,0.1774,0.7808,5,0.7925,41,0.1941,1195,0.0,-0.3325118319536976,-1.2695529980366478
hashicorp,HCP,2023-10-31,563142000.0,0.2897641906995492,-0.4774408586111496,4798055700.0,-729826000.0,4068229700.0,7.2241631773158455,1.9774314040815906,2023-12-07,1,1.6940423498472212,20.149042374550454,140,0.1705,0.8137,4,0.836,45,0.1886,1320,0.0,-0.5043342534789559,-1.1654866365330019
hashicorp,HCP,2024-01-31,583137000.0,0.22536347761767983,-0.43605190546989814,5254595750.0,-763414000.0,4491181750.0,7.701760906956684,2.0414489919293994,2024-03-21,1,1.7845247928988974,20.18393270813228,131,0.217,0.8283,4,0.8639,53,0.1695,1392,0.0,-0.708752902574143,-1.349836891808691
hashicorp,HCP,2024-04-30,605733000.0,0.18082362688240172,-0.41962382766004164,6712449149.999999,-594738000.0,6117711149.999999,10.099682781027283,2.312504015534897,2024-05-30,1,2.2762058889564756,20.2219498528841,118,0.2421,0.8396,4,0.847,53,0.1579,1640,0.0,-0.7302084473195677,-1.629339105577588
hashicorp,HCP,2024-07-31,627625000.0,0.15721534484602429,-0.34237323242381995,6793191599.999999,-797224000.0,5995967599.999999,9.55342378012348,2.2568996012506175,2024-08-29,1,2.255222218863184,20.257453412319144,106,0.2221,0.8316,4,0.8683,59,0.1628,1585,0.0,-0.7717300656665464,-1.4607617550503662
hashicorp,HCP,2024-10-31,654889000.0,0.16291983194292037,-0.28889017833556524,6787744680.000001,-923627000.0,5864117680.000001,8.95436887777929,2.1921415559524764,2024-12-05,1,2.200026714391442,20.299976313589745,106,0.1775,0.8199,4,0.8606,57,0.1631,1606,0.0,-0.6472791433968179,-1.2262366432662972
hortonworks,HDP,2015-09-30,99169000.0,,-2.213524387661467,687145063.8000001,-25090000.0,662055063.8000001,6.676028434288942,1.898523264971007,2015-11-12,1,2.214432211353296,18.412336023416803,49,0.0836,0.5844,9,0.7791,25,0.002,5612,0.0,-0.17267154523119413,-0.9955528142124285
hortonworks,HDP,2015-12-31,121944000.0,,-1.4727497867873778,459171266.4,-35748000.0,423423266.4,3.4722763432395194,1.244810385577699,2016-03-15,1,2.0130832236177976,18.619072480923816,56,0.0858,0.6329,9,0.7801,26,0.0016,5479,0.0,-0.1572992603601174,-0.941641834659609
hortonworks,HDP,2016-03-31,140513000.0,,-1.4548048934973987,541503123.2,-38511000.0,502992123.20000005,3.57968389544028,1.275274499151117,2016-05-09,1,1.3643509047590903,18.760810569148134,66,0.0908,0.648,10,0.745,26,0.0064,5274,0.0,-0.008972305276205262,-1.0013754201340266
hortonworks,HDP,2016-06-30,153465000.0,,-1.4764213338546248,509409963.3,-37816000.0,471593963.3,3.0729740546704463,1.1226458401157793,2016-08-09,1,1.271163892470596,18.848983085963287,73,0.0925,0.6185,11,0.7561,26,0.0067,4921,0.0,-0.012218072351781883,-0.8625341753580512
hortonworks,HDP,2016-09-30,167937000.0,0.6934425072351238,-1.4679254720520194,468780305.9,-35830000.0,432950305.9,2.578051923638031,0.9470340453684849,2016-11-08,1,0.9470340453684849,18.93909946703745,80,0.0898,0.63,12,0.7593,18,0.0084,4978,0.0,0.016355291908794513,-0.7418352035261706
hortonworks,HDP,2016-12-31,184461000.0,0.512669750049203,-1.3616753676928999,555441780.57,-53332000.0,502109780.57000005,2.7220376153766925,1.0013807231553549,2017-03-15,1,0.8276276483794563,19.032948616986687,82,0.0824,0.6211,13,0.7683,17,0.0214,4623,0.0,0.02409191798232798,-0.6008947006071289
