firm,ticker,quarter_end,revenue_ltm,growth_yoy,op_margin_ltm,market_cap,net_debt,ev,ev_rev,log_ev_rev,priced_at,priced_at_filing,log_ev_rev_qend,log_rev,active_contributors,top_author_share,contributor_gini,bus_factor_50,churn_gini,release_cadence,merge_share,commit_volume,secret_incidence,repo_health_index_z,repo_health_index_pca
hortonworks,HDP,2017-03-31,199090000.0,0.41687957697864264,-1.2068813099603195,750220885.7900001,-60933000.0,689287885.7900001,3.4621924043899748,1.2419020312900175,2017-05-09,1,1.0084949598249284,19.10926754175598,89,0.0657,0.6339,13,0.8028,17,0.0202,4794,0.0,-0.033037711206015494,-0.3019026960071719
hortonworks,HDP,2017-06-30,217285000.0,0.4158602938780829,-1.0605840255885128,958257146.8199999,-55458000.0,902799146.8199999,4.1549078252985705,1.4242902440176766,2017-08-08,1,1.2775880186321327,19.19672041385187,85,0.0588,0.6085,14,0.8253,18,0.0339,4102,0.0,-0.08268495669713817,-0.1380498594441698
hortonworks,HDP,2017-09-30,238763000.0,0.42174148639072984,-0.8805384418858868,1163503949.3999999,-53877000.0,1109626949.3999999,4.647399091986614,1.536307728056415,2017-11-07,1,1.4749457411553173,19.290981986104534,85,0.0577,0.603,14,0.8322,14,0.0411,3694,0.0,-0.10203919446275486,-0.09955358764699264
hortonworks,HDP,2017-12-31,261810000.0,0.4193244100378941,-0.759516443222184,1351681375.38,-62739000.0,1288942375.38,4.923197644780567,1.5939582471935383,2018-03-15,1,1.5804827115753066,19.383129607807604,90,0.0579,0.6214,14,0.8425,16,0.0326,3405,0.0,-0.12494076764964981,-0.02623455286939157
hortonworks,HDP,2018-03-31,284900000.0,0.4310111005073083,-0.6503088803088803,1374240865.4,-64756000.0,1309484865.4,4.596296473850474,1.525250864836069,2018-05-09,1,1.6517847883686438,19.467648799468137,117,0.0764,0.6892,12,0.8291,12,0.069,2683,0.0,-0.10693149187868664,-0.1588475320256994
hortonworks,HDP,2018-06-30,309411000.0,0.42398692960857853,-0.5585548025118693,1613420875.2,-47634000.0,1565786875.2,5.060540430689278,1.6214732820802282,2018-08-09,1,1.488211517243061,19.55018104815387,116,0.0938,0.7074,10,0.8141,10,0.0707,2601,0.0,-0.13438373969846698,-0.4343022119366302
hortonworks,HDP,2018-09-30,327584000.0,0.37200487512721825,-0.48957519292761553,1457448121.92,-55322000.0,1402126121.92,4.280203312493895,1.4540005113846117,2018-11-08,1,1.675887673354714,19.607255068701633,111,0.11,0.7196,9,0.7709,11,0.0822,2410,0.0,-0.06151433339227365,-0.807825469855672
mongodb,MDB,2018-07-31,207788000.0,,-0.5349635205112904,4059706818.6654053,87782000.0,4147488818.6654053,19.96019413375847,2.993739996976223,2018-09-07,1,2.6790376152931645,19.152028887127475,161,0.0657,0.6568,21,0.8699,87,0.0002,4478,0.0,-0.04711177063923494,0.5505557678546822
mongodb,MDB,2018-10-31,238082000.0,,-0.4879117278920708,4338206542.87249,74202000.0,4412408542.87249,18.533146323000018,2.919560822051907,2018-12-06,1,2.8637130665143933,19.288125710111352,151,0.0586,0.6339,22,0.8184,86,0.0002,4366,0.0,0.1294224320907235,0.3512452152498816
mongodb,MDB,2019-01-31,267016000.0,,-0.36613910776882286,7059013483.916382,69027000.0,7128040483.916382,26.695181127409526,3.284483066997853,2019-04-01,1,2.9078583869370656,19.40281913966272,151,0.0698,0.6361,21,0.8971,86,0.0002,4688,0.0,-0.15375468039852377,0.6207783763814215
mongodb,MDB,2019-04-30,306265000.0,,-0.3234257913898095,9299185564.405579,62019000.0,9361204564.405579,30.565701482068075,3.4198785137184937,2019-06-07,1,3.1872714810272944,19.539961298215587,150,0.0637,0.6157,22,0.8802,83,0.0002,4534,0.0,-0.07866448385006576,0.6023483789571821
mongodb,MDB,2019-07-31,346022000.0,0.6652645966080812,-0.3067955216720324,7760940344.817505,36672000.0,7797612344.817505,22.535019001154566,3.1150704993263947,2019-09-05,1,3.116131505436799,19.662012914815662,178,0.0665,0.6539,23,0.8726,85,0.0002,4619,0.0,-0.021695778587943127,0.6562891530351354
mongodb,MDB,2019-10-31,383681000.0,0.6115498021690007,-0.3018601390217394,7139658354.055054,75383000.0,7215041354.055054,18.804791881941128,2.934111724694939,2019-12-10,1,2.9321833188602326,19.76532203613864,195,0.0847,0.6393,24,0.8769,85,0.0002,4818,0.0,-0.05150343840686916,0.6329472709141549
mongodb,MDB,2020-01-31,421720000.0,0.5793810108757527,-0.3506260077776724,7390105551.662476,204883000.0,7594988551.662476,18.00955266921767,2.8909023209681086,2020-03-27,1,3.101337583535557,19.859852144673024,193,0.0759,0.5933,28,0.8294,84,0.0002,4838,0.0,0.1471297750622758,0.5481925412813357
mongodb,MDB,2020-04-30,462661000.0,0.5106558046136516,-0.34437525531652763,11413452515.21466,222453000.0,11635905515.21466,25.14995972259313,3.224856295057115,2020-06-05,1,2.9911771917168264,19.95250516244929,212,0.0722,0.6142,29,0.8331,85,0.0002,5290,0.0,0.16743384293061117,0.6519681235372399
mongodb,MDB,2020-07-31,501574000.0,0.4495436706336591,-0.34179801983356395,12447113824.744766,465800000.0,12912913824.744766,25.744783072377686,3.2482320074528053,2020-09-03,1,3.3116500479225914,20.03326171180877,217,0.0638,0.6229,28,0.8414,86,0.0,5490,0.0,0.1572277631159175,0.7325648324637809
mongodb,MDB,2020-10-31,542904000.0,0.4149879717786391,-0.351469136348231,19882017140.0,532890000.0,20414907140.0,37.60316214284662,3.6270881464034734,2020-12-09,1,3.242209385326597,20.11244306668792,219,0.0563,0.617,29,0.853,91,0.0,5770,0.0,0.145972665018057,0.8555115435482096
mongodb,MDB,2021-01-31,590380000.0,0.39993360523570143,-0.3545242047494834,15676337557.055786,508032000.0,16184369557.055786,27.41347870364136,3.31103481592989,2021-03-22,1,3.631993886035174,20.196276955338,210,0.0592,0.6218,28,0.8508,88,0.0,5796,0.0,0.1319752091664816,0.7881911366076834
mongodb,MDB,2021-04-30,641699000.0,0.38697448023498837,-0.3564132093084141,19345493026.76056,785433000.0,20130926026.76056,31.371290942888425,3.445893173504041,2021-06-04,1,3.3900768451720493,20.279629904358924,204,0.0576,0.6059,29,0.861,94,0.0,5933,0.0,0.10510243760800923,0.8508031983996025
mongodb,MDB,2021-07-31,702165000.0,0.3999230422629563,-0.3581223786431964,31668115424.50699,-24299000.0,31643816424.50699,45.0660691212279,3.8081296157084994,2021-09-03,1,3.4615920758609073,20.36967897710691,207,0.0652,0.6171,28,0.8891,102,0.0,6385,0.0,-0.005189712965716497,0.9217294924806846
mongodb,MDB,2021-10-31,778287000.0,0.4335628398390876,-0.3470930389432176,32368237033.70813,387544000.0,32755781033.70813,42.087020641110705,3.739739394843732,2021-12-08,1,3.765788222142136,20.472605908719324,212,0.0666,0.6102,30,0.8843,96,0.0,6593,0.0,0.02480497683065338,0.9411114291134982
mongodb,MDB,2022-01-31,873782000.0,0.48003319895660423,-0.3311626927540279,25702543433.261475,662617000.0,26365160433.261475,30.17361359385004,3.406967820405285,2022-03-18,1,3.420201353247993,20.58834147458987,223,0.0659,0.6093,30,0.8891,109,0.0,6935,0.2884,-1.0533381103591692,1.763020084987049
mongodb,MDB,2022-04-30,977581000.0,0.5234260922956091,-0.31082641745287604,18492677221.858154,681086000.0,19173763221.858154,19.613477780212744,2.9762169717667333,2022-06-03,1,3.22996932397181,20.700591710840854,233,0.0634,0.5978,33,0.8951,121,0.0,7124,0.2807,-1.0112409777995242,1.8596542895297825
mongodb,MDB,2022-07-31,1082494000.0,0.5416518909373154,-0.3197893013725711,16657449643.533325,486780000.0,17144229643.533325,15.83771332084365,2.762394014907369,2022-09-02,1,3.0000134893495836,20.802533475100386,275,0.0528,0.6312,34,0.8764,116,0.0,6835,0.2926,-0.9370770639303891,1.9650814973096158
mongodb,MDB,2022-10-31,1189222000.0,0.5279993113080392,-0.2962651212305188,13101508582.5,139368000.0,13240876582.5,11.134066290818703,2.410009443652223,2022-12-08,1,2.13651962968806,20.896565148748916,295,0.0471,0.6292,36,0.8569,127,0.0,6927,0.2887,-0.8241450060957674,1.9648324325286892
mongodb,MDB,2023-01-31,1284040000.0,0.4695198573557249,-0.2699721192486215,15082434531.80159,684054000.0,15766488531.80159,12.278814158282911,2.507875351141039,2023-03-17,1,2.5174490132303124,20.973277194376923,304,0.0337,0.6241,38,0.8553,119,0.0,7220,0.0,0.30183984356779603,1.311150706960401
mongodb,MDB,2023-04-30,1366873000.0,0.39821968716658773,-0.24820301520331442,26407792017.041077,418940000.0,26826732017.041077,19.62635300941717,2.976873204447017,2023-06-02,1,2.535792634585985,21.035791486202648,308,0.0291,0.6023,42,0.8314,120,0.0,7527,0.0,0.4101453750297909,1.291548657415952
mongodb,MDB,2023-07-31,1487004000.0,0.3736833645267319,-0.18387442131964676,27710447887.672485,534399000.0,28244846887.672485,18.99446597835143,2.9441476724434636,2023-09-01,1,2.965615802001269,21.120029194400637,331,0.0298,0.6117,45,0.8442,124,0.0,7862,0.0,0.39480653904733776,1.4197660609327354
mongodb,MDB,2023-10-31,1586321000.0,0.33391494607398786,-0.14859224583170746,27060574075.628357,664748000.0,27725322075.628357,17.477750137348213,2.8609286512654393,2023-12-07,1,2.756808239932504,21.184683335644458,333,0.0255,0.5984,49,0.8252,131,0.0,8025,0.0,0.4827543259374883,1.4093359388664006
mongodb,MDB,2024-01-31,1683011000.0,0.31071539827419703,-0.13887728600704333,25324738336.02771,340314000.0,25665052336.02771,15.24948579422696,2.7245457840735954,2024-03-15,1,2.926401239271983,21.243850288081433,376,0.0215,0.5933,55,0.8158,146,0.0,8121,0.0,0.5664371435801487,1.5137446772782452
mongodb,MDB,2024-04-30,1765292000.0,0.2914820908745728,-0.14919401436136345,17230052506.261414,328421000.0,17558473506.261414,9.946498089982514,2.2972205384657722,2024-05-31,1,2.720566779427297,21.29158195274162,392,0.0251,0.561,62,0.8507,148,0.0,8521,0.0,0.47961904259643007,1.7411004731378843
mongodb,MDB,2024-07-31,1819610000.0,0.22367525574914393,-0.15707102071322976,21306132747.04492,-145924000.0,21160208747.04492,11.628980246890775,2.453500279701739,2024-08-30,1,2.228925947648579,21.321888029358366,406,0.0222,0.5608,66,0.853,147,0.0,8237,0.0,0.4977695360969359,1.821678181528063
mongodb,MDB,2024-10-31,1916047000.0,0.20785578706957808,-0.14011556083958274,19631224330.377197,-673054000.0,18958170330.377197,9.894418211232395,2.291970781088711,2024-12-10,1,2.3098696068829794,21.373530046465618,416,0.0331,0.588,61,0.863,138,0.0,8059,0.0,0.4300944001338484,1.768465937163123
mongodb,MDB,2025-01-31,2006443000.0,0.19217462036790023,-0.1076850924745931,14354819391.987625,-490133000.0,13864686391.987625,6.910082365652862,1.93298155748464,2025-03-21,1,2.2937148384812676,21.419629339592685,373,0.0455,0.5796,57,0.8699,116,0.0,7983,0.0,0.3472452879674938,1.6345567118239024
mongodb,MDB,2025-04-30,2104896000.0,0.19237837139691338,-0.08144440390404087,17844729305.6044,-657809000.0,17186920305.6044,8.165211157988043,2.099882587446026,2025-06-04,1,1.8401442707804845,21.46753189668446,343,0.0457,0.582,51,0.8314,98,0.0,7312,0.0,0.43115128985391626,1.3524616120829676
mongodb,MDB,2025-07-31,2218189000.0,0.2190463890613923,-0.07451393907372185,25660491539.367065,-647139000.0,25013352539.367065,11.276474880800087,2.4227186866609416,2025-08-27,1,2.0550958667055474,21.519956934146872,325,0.0439,0.5937,47,0.8102,95,0.0,7625,0.0,0.4761707794011144,1.1934701910112844
mongodb,MDB,2025-10-31,2317123000.0,0.2093247190700438,-0.06725322738585737,33279712087.514282,-834092000.0,32445620087.514282,14.002545435660638,2.639239129921484,2025-12-02,1,2.506048857235908,21.563592166874567,312,0.0337,0.5776,47,0.7831,100,0.0,8077,0.0,0.577483744708035,1.1107470807655533
mongodb,MDB,2026-01-31,2463797000.0,0.2279426826478499,-0.055592242380358446,21164718460.0,-1083540000.0,20081178460.0,8.150500410545186,2.0980793254347585,2026-03-11,1,2.4685439918118615,21.624969492860107,320,0.0248,0.5854,49,0.7833,100,0.0,8465,0.0,0.609732942062623,1.2012802460794219
mongodb,MDB,2026-04-30,2602399000.0,0.23635514533734692,-0.04158393851211901,26963957472.97351,-1036354000.0,25927603472.97351,9.962962433114027,2.2988744604156452,2026-05-29,1,2.0460075924971117,21.679699548862658,323,0.0231,0.5761,50,0.787,92,0.0,9506,0.0,0.6075805648280694,1.2445680345616479
