firm,quarter_end,repo_health_index_z,growth_yoy,op_margin_ltm,log_rev,announced_next,acquired
cloudera,2018-01-31,-0.2851319954474318,,-1.0526921946180383,19.73105741945141,0,1
cloudera,2018-04-30,-0.2499973747297274,,-0.5548246784098214,19.790822857027287,0,1
cloudera,2018-07-31,-0.2123637724971804,,-0.4504673980502341,19.841620463388512,0,1
cloudera,2018-10-31,-0.1858346150684135,,-0.357079378134174,19.897078571621897,0,1
cloudera,2019-01-31,-0.2733032016147695,0.2851948850594863,-0.4146654214629744,19.981967787824043,0,1
cloudera,2019-04-30,-0.2142629639144698,0.4240772781897959,-0.4476649586800451,20.144346936936305,0,1
cloudera,2019-07-31,-0.1907196026237483,0.5621237330989299,-0.4732970873906477,20.28766672620067,0,1
cloudera,2019-10-31,-0.2730319629472227,0.6608660886649989,-0.4983342182655512,20.404417778090917,0,1
cloudera,2020-01-31,-1.0521724802533696,0.6667352228250034,-0.4277988544317425,20.49283454443907,0,1
cloudera,2020-04-30,-1.0419058522679097,0.4579432082554273,-0.3570901499419346,20.52137361795029,0,1
cloudera,2020-07-31,-1.146065349438233,0.2905204544295128,-0.2865868558997997,20.542712316255088,0,1
cloudera,2020-10-31,-1.0744463966214572,0.1752839807093946,-0.1979213848071487,20.565927582195872,0,1
cloudera,2021-01-31,-0.5523533737199824,0.094520083959652,-0.1797682621270094,20.583150532146103,0,1
cloudera,2021-04-30,-0.5688427579842389,0.0806404440621011,-0.1519792635103688,20.59892748709037,1,1
confluent,2022-03-31,0.414654550125176,,-0.9290188225871046,19.895386543185424,0,1
confluent,2022-06-30,0.4043113569669911,,-0.8958618485218546,20.005916123687324,0,1
confluent,2022-09-30,0.333471720272426,,-0.8588306906475356,20.101892191575555,0,1
confluent,2022-12-31,0.3316566668037622,,-0.7896215337984517,20.188734779834903,0,1
confluent,2023-03-31,0.3562668838138475,0.4511287831111619,-0.8157692629161956,20.267728267877583,0,1
confluent,2023-06-30,0.3992703251804272,0.4014822434042833,-0.7592944289713955,20.3434465455218,0,1
confluent,2023-09-30,0.3947819959816622,0.3634136625428605,-0.695049656351289,20.411883792406957,0,1
confluent,2023-12-31,0.4162692214254872,0.3259833704244774,-0.6162195347975165,20.470889130361925,0,1
confluent,2024-03-31,0.3839395149056125,0.2929789451937923,-0.5171822458460739,20.52467708384856,0,1
confluent,2024-06-30,0.3766355618353338,0.2655072845164732,-0.4771461711576408,20.57891960274413,0,1
confluent,2024-09-30,0.3804350970874014,0.2500866972314228,-0.4347317514302003,20.63509669910116,0,1
confluent,2024-12-31,0.340096180436831,0.2402851141383251,-0.4349613238111249,20.68623041430556,0,1
confluent,2025-03-31,0.2526662750550286,0.2410551697977891,-0.4019301737058057,20.74063904500376,0,1
confluent,2025-06-30,0.2025200079470498,0.2301741706215889,-0.372890731238214,20.786075364235195,0,1
confluent,2025-09-30,0.2252967017573704,0.2157510981797847,-0.3474036270077051,20.8304587726966,1,1
couchbase,2022-04-30,-0.9704185298583334,,-0.4686982520699172,18.68642390888539,0,1
couchbase,2022-07-31,-0.9003589640552259,,-0.4438846668374462,18.760945778812275,0,1
couchbase,2022-10-31,-0.8529667845347625,,-0.4281590395575489,18.814511771162163,0,1
couchbase,2023-01-31,-0.8901152683862679,,-0.4477019066811347,18.857799545862324,0,1
couchbase,2023-04-30,-0.9588401521230332,0.2340309720944495,-0.4526393608627855,18.896709932995638,0,1
couchbase,2023-07-31,-0.8790189106043597,0.1692354766174251,-0.4838024526062745,18.91729587524924,0,1
couchbase,2023-10-31,-0.8160761788087256,0.1571915151923919,-0.4688787732192503,18.960507733067423,0,1
couchbase,2024-01-31,-0.8274304053491093,0.1628494290290911,-0.4695534806734171,19.008672943286392,0,1
couchbase,2024-04-30,-0.9703018760890209,0.1826523448905677,-0.4441082534879811,19.06446959896977,0,1
couchbase,2024-07-31,-1.0595288544317545,0.2099808295043057,-0.4211037230029474,19.10790039134751,0,1
couchbase,2024-10-31,-1.1682921078381725,0.1927015637840894,-0.4174057947642853,19.13672868879849,0,1
couchbase,2025-01-31,-1.1612427349071917,0.1634608441598115,-0.3755024681809936,19.160071992986374,0,1
couchbase,2025-04-30,-1.1402086094674553,0.1276159858799799,-0.3491908209184671,19.184575256033785,1,1
elastic,2019-07-31,0.3505843719171753,,-0.4110114564566043,19.534900598428003,0,0
elastic,2019-10-31,0.3920634432950797,,-0.4386676406135865,19.65105202213283,0,0
elastic,2020-01-31,0.3534432837795688,,-0.4384236965543063,19.76770399064885,0,0
elastic,2020-04-30,0.5444004015753254,,-0.4001332959169356,19.873745508706108,0,0
elastic,2020-07-31,0.4386868323266423,0.5318375290021298,-0.3391790565148464,19.96136861255735,0,0
elastic,2020-10-31,0.4741577400726857,0.4917983929875822,-0.263984425189201,20.051034389440705,0,0
elastic,2021-01-31,0.4857484382835717,0.4417778656044264,-0.228989255223606,20.13358097160121,0,0
elastic,2021-04-30,0.3858729308956971,0.4229666526355176,-0.212786098023136,20.226489392989347,0,0
elastic,2021-07-31,0.3513574848244029,0.4411799991430651,-0.1947231661597647,20.3268308344338,0,0
elastic,2021-10-31,0.4040217042431157,0.4372228576800738,-0.1904428999727446,20.413747069885456,0,0
elastic,2022-01-31,0.4172962475160481,0.4438703557426302,-0.1887703293285654,20.500908226699597,0,0
elastic,2022-04-30,0.3914563623002894,0.4172384381640424,-0.2013975374953326,20.57519960924153,0,0
elastic,2022-07-31,0.3801714682403743,0.366643179716789,-0.2211179516185172,20.6391883337552,0,0
elastic,2022-10-31,0.2861208724087667,0.3324897792313981,-0.2200288203595692,20.700796276543468,0,0
elastic,2023-01-31,0.321966163301714,0.2844938167365909,-0.2320471643898355,20.75127295050461,0,0
elastic,2023-04-30,0.3347961122517263,0.2395886239612974,-0.2050273669794544,20.78997917894573,0,0
elastic,2023-07-31,0.3736140012258321,0.2102560476853463,-0.1750560143655614,20.830020280634997,0,0
elastic,2023-10-31,0.3083619971428425,0.1852060942071896,-0.1443550279927377,20.870712955170564,0,0
elastic,2024-01-31,0.283331749812182,0.1787820533390121,-0.1025734514705142,20.915754697752824,0,0
elastic,2024-04-30,0.298589218801575,0.1855323113708373,-0.1025012605330456,20.96017106057704,0,0
elastic,2024-07-31,0.2928993114230328,0.1872331285090427,-0.09651336726753,21.001645778418087,0,0
elastic,2024-10-31,0.3256705197981514,0.1871345584326829,-0.0802333585561775,21.04225542446825,0,0
elastic,2025-01-31,-0.0760214248305328,0.1794990031041119,-0.0619737695149815,21.080844472432908,0,0
elastic,2025-04-30,-0.0654333902715772,0.170418544315134,-0.0370269993312191,21.11753247560039,0,0
elastic,2025-07-31,-0.0563832997646324,0.1742453375806594,-0.0196781255882679,21.16227145378432,0,0
elastic,2025-10-31,0.0426677435640372,0.1697613715412176,-0.0213349539298222,21.1990551965284,0,0
elastic,2026-01-31,0.4786041618745834,0.172896983836913,-0.0173426224835756,21.240321215431667,0,0
elastic,2026-04-30,0.4059246422340909,0.1726122095657238,-0.0192464803996479,21.276766393481783,0,0
gitlab,2022-07-31,0.6555240548534755,,-0.5442914449742376,19.623785171348167,0,0
gitlab,2022-10-31,0.7223912642816731,,-0.5424062232184059,19.75364025444201,0,0
gitlab,2023-01-31,0.744814444416056,,-0.498216036348554,19.86603615220146,0,0
gitlab,2023-04-30,0.7505237635867708,,-0.4889339746920594,19.954979075384188,0,0
gitlab,2023-07-31,0.7655389805719988,0.5083502480152773,-0.4290380951812194,20.034801673922846,0,0
gitlab,2023-10-31,0.7379005238057313,0.4214094534906718,-0.3688654147975823,20.10528920666119,0,0
gitlab,2024-01-31,0.746320000874373,0.3666198484220051,-0.3232247985018261,20.178376579404627,0,0
gitlab,2024-04-30,0.7762139440461437,0.3415386141218222,-0.2938646609291001,20.24879625014108,0,0
gitlab,2024-07-31,0.7916268391997658,0.3242201107999052,-0.2552471520614295,20.31562536444791,0,0
gitlab,2024-10-31,0.7511436415187175,0.3201337948997651,-0.2224011624557158,20.383022297895465,0,0
gitlab,2025-01-31,0.6694787661762354,0.3092621907688486,-0.1879686374298813,20.44784034480003,0,0
gitlab,2025-04-30,0.6942693049777502,0.2930755446268573,-0.1537278872840308,20.505819774076244,0,0
gitlab,2025-07-31,0.7152375013297221,0.2897230682272578,-0.1177590224104752,20.570052883982523,0,0
gitlab,2025-10-31,0.7886745513328485,0.2735480897193214,-0.0934121045668262,20.62482907447251,0,0
gitlab,2026-01-31,0.8411680371890027,0.2581169023600953,-0.0737847876519015,20.67745642591511,0,0
gitlab,2026-04-30,0.7745769853797368,0.2489550331791725,-0.0513696755709428,20.72812700231312,0,0
hashicorp,2022-10-31,-0.395331523664864,,-1.0573491150280332,19.89458297079377,0,1
hashicorp,2023-01-31,-0.4654051843252338,,-0.6246981964281587,19.980695191724603,0,1
hashicorp,2023-04-30,-0.495290762194125,,-0.5588089088162191,20.055737669004085,0,1
hashicorp,2023-07-31,-0.3941121335095864,,-0.5358674528632379,20.111436857964,0,1
hashicorp,2023-10-31,-0.5705479924350966,0.2897641906995492,-0.4774408586111496,20.14904237455045,0,1
hashicorp,2024-01-31,-0.7817530155739483,0.2253634776176798,-0.4360519054698981,20.18393270813228,1,1
hortonworks,2015-09-30,-0.229414568941261,,-2.213524387661467,18.412336023416803,0,1
hortonworks,2015-12-31,-0.212967218224735,,-1.4727497867873778,18.619072480923816,0,1
hortonworks,2016-03-31,-0.0604002425905511,,-1.4548048934973987,18.76081056914813,0,1
hortonworks,2016-06-30,-0.0623357170770578,,-1.4764213338546248,18.848983085963287,0,1
hortonworks,2016-09-30,-0.0317651350389153,0.6934425072351238,-1.4679254720520194,18.93909946703745,0,1
hortonworks,2016-12-31,-0.0226336002442701,0.512669750049203,-1.3616753676929,19.032948616986687,0,1
hortonworks,2017-03-31,-0.079160153143822,0.4168795769786426,-1.2068813099603195,19.10926754175598,0,1
hortonworks,2017-06-30,-0.1289768441613085,0.4158602938780829,-1.0605840255885128,19.19672041385187,0,1
hortonworks,2017-09-30,-0.1485980143313121,0.4217414863907298,-0.8805384418858868,19.290981986104534,0,1
hortonworks,2017-12-31,-0.1714990726625473,0.4193244100378941,-0.759516443222184,19.383129607807604,0,1
hortonworks,2018-03-31,-0.1536610802032268,0.4310111005073083,-0.6503088803088803,19.467648799468137,0,1
hortonworks,2018-06-30,-0.1841388458366101,0.4239869296085785,-0.5585548025118693,19.55018104815387,0,1
hortonworks,2018-09-30,-0.1121284580018271,0.3720048751272182,-0.4895751929276155,19.607255068701637,1,1
mongodb,2018-07-31,-0.0853341214989211,,-0.5349635205112904,19.152028887127475,0,0
mongodb,2018-10-31,0.094590826152613,,-0.4879117278920708,19.288125710111352,0,0
mongodb,2019-01-31,-0.1945168866644184,,-0.3661391077688228,19.40281913966272,0,0
mongodb,2019-04-30,-0.1174306702881291,,-0.3234257913898095,19.539961298215587,0,0
mongodb,2019-07-31,-0.0580575614266954,0.6652645966080812,-0.3067955216720324,19.662012914815666,0,0
mongodb,2019-10-31,-0.088465597804251,0.6115498021690007,-0.3018601390217394,19.76532203613864,0,0
mongodb,2020-01-31,0.1153255426113713,0.5793810108757527,-0.3506260077776724,19.859852144673024,0,0
mongodb,2020-04-30,0.1371671003175917,0.5106558046136516,-0.3443752553165276,19.95250516244929,0,0
mongodb,2020-07-31,0.1271636187036592,0.4495436706336591,-0.3417980198335639,20.03326171180877,0,0
mongodb,2020-10-31,0.1165247611357755,0.4149879717786391,-0.351469136348231,20.11244306668792,0,0
mongodb,2021-01-31,0.1015181383999732,0.3999336052357014,-0.3545242047494834,20.196276955338,0,0
mongodb,2021-04-30,0.0743650501855198,0.3869744802349883,-0.3564132093084141,20.279629904358924,0,0
mongodb,2021-07-31,-0.0384706122234701,0.3999230422629563,-0.3581223786431964,20.36967897710691,0,0
mongodb,2021-10-31,-0.0072956237823794,0.4335628398390876,-0.3470930389432176,20.472605908719324,0,0
mongodb,2022-01-31,-1.1466693747597387,0.4800331989566042,-0.3311626927540279,20.58834147458987,0,0
mongodb,2022-04-30,-1.101433378197068,0.5234260922956091,-0.310826417452876,20.70059171084085,0,0
mongodb,2022-07-31,-1.0256953017517385,0.5416518909373154,-0.3197893013725711,20.802533475100383,0,0
mongodb,2022-10-31,-0.9089103934310124,0.5279993113080392,-0.2962651212305188,20.89656514874892,0,0
mongodb,2023-01-31,0.2810540468100501,0.4695198573557249,-0.2699721192486215,20.973277194376923,0,0
mongodb,2023-04-30,0.3924387161310288,0.3982196871665877,-0.2482030152033144,21.035791486202648,0,0
mongodb,2023-07-31,0.3778943151733782,0.3736833645267319,-0.1838744213196467,21.12002919440064,0,0
