firm,quarter_end,repo_health_index_z,growth_yoy,op_margin_ltm,log_rev,announced_next,acquired
mongodb,2023-10-31,0.4683789453867485,0.3339149460739878,-0.1485922458317074,21.184683335644458,0,0
mongodb,2024-01-31,0.5555945967834567,0.310715398274197,-0.1388772860070433,21.243850288081436,0,0
mongodb,2024-04-30,0.4683850354183637,0.2914820908745728,-0.1491940143613634,21.29158195274162,0,0
mongodb,2024-07-31,0.4878069160861524,0.2236752557491439,-0.1570710207132297,21.32188802935837,0,0
mongodb,2024-10-31,0.417815438715133,0.207855787069578,-0.1401155608395827,21.373530046465618,0,0
mongodb,2025-01-31,0.3314351388359471,0.1921746203679002,-0.1076850924745931,21.419629339592685,0,0
mongodb,2025-04-30,0.4152259048771654,0.1923783713969133,-0.0814444039040408,21.46753189668446,0,0
mongodb,2025-07-31,0.4600485534096138,0.2190463890613923,-0.0745139390737218,21.519956934146872,0,0
mongodb,2025-10-31,0.5634249908359893,0.2093247190700438,-0.0672532273858573,21.563592166874567,0,0
mongodb,2026-01-31,0.5972989442693339,0.2279426826478499,-0.0555922423803584,21.624969492860107,0,0
mongodb,2026-04-30,0.5954500627594086,0.2363551453373469,-0.041583938512119,21.679699548862654,0,0
